kepid,kepoi_name,koi_period,koi_time0bk,koi_duration,label
9640907,K04172.01,1.089088292,132.0149343,1.8599,0
7515670,K02360.02,1.1518407,132.6197092,2.53,0
9551430,K04030.01,7.7553808,134.5191,22.321,0
3228986,K04031.01,0.730949487,132.22503,2.367,0
7100673,K04032.01,3.95116635,134.22411,2.566,1
7100673,K04032.02,2.89223998,132.86232,2.521,1
4138557,K04033.01,0.991552822,131.90235,1.135,0
2708278,K04102.01,1.89124187,132.7082,4.415,0
3747817,K04103.01,184.77271,217.3573,9.568,1
8483366,K04104.01,392.49728,203.1308,10.53,0
9071593,K02257.02,59.284064,148.75407,5.42,1
10089911,K04034.01,6.96704926,138.24776,3.73,1
3247404,K04035.01,8.8109721,136.4718,4.822,0
11415243,K04036.01,168.81133,211.43982,6.582,1
3548044,K02194.02,67.968656,163.55972,7.948,1
7773179,K04038.01,2.15681538,133.27151,5.115,0
11017094,K04106.01,0.708563091,132.10298,6.347,0
5956633,K04107.01,366.24282,307.2714,15.76,0
9899065,K04108.01,1.33256418,132.0473,4.701,0
5471792,K04110.01,12.4258833,141.5008,24.83,0
11145831,K04039.01,1.387838134,132.11351,2.252,0
11444952,K04040.01,0.678349364,132.16318,3.092,0
8647295,K04041.01,1.022028468,132.3717,8.866,0
3444098,K04042.01,0.72359699,131.57754,1.326,0
5112567,K04043.01,1.6156052,131.4952,14.55,0
2708343,K04111.01,1.8913182,132.66252,4.374,0
3235282,K07649.01,494.165759,472.0427,2.239,0
3348090,K04112.01,2.43585046,132.89661,2.088,0
9282762,K04113.01,1.33255441,132.05269,3.828,0
3117046,K04114.01,359.1015,415.3142,11.461,0
6311520,K04115.01,0.941840589,131.80464,5.06,0
5201115,K04044.01,1.728521892,131.81736,3.361,0
2708203,K04045.01,1.89125855,132.6891,5.415,0
4150496,K04046.01,8.65312868,136.65308,3.376,0
11401767,K02195.02,30.0899459,149.06413,6.654,1
9655005,K04047.01,1.39862757,132.65615,9.625,0
11709124,K00435.06,9.91937693,136.87361,4.326,1
3851194,K07671.01,0.918510251,131.82791,2.587,0
8613535,K02263.02,9.47850818,140.16526,6.154,1
5092655,K04116.01,0.783258387,131.74358,2.2926,0
3955817,K04117.01,4.24263096,135.0304,2.582,1
10661778,K04118.01,1.231363214,131.80615,5.8101,0
5513857,K04119.01,0.755101928,131.81199,3.044,0
10272389,K04048.01,4.56447463,133.0783,6.415,0
4679687,K04049.01,1.027904857,132.444316,1.6381,0
7968683,K04050.01,367.95566,236.4537,21.877,0
10360722,K04051.01,163.692336,238.76817,6.853,1
9091755,K04052.01,1.106529843,132.30528,6.258,0
3852476,K07672.01,111.741576,166.3408,3.83,0
6349881,K04121.01,198.088873,319.73002,7.955,1
9851970,K04122.01,1.08193721,131.5344,4.788,0
5726910,K04124.01,2.43142974,133.83385,2.713,0
1718958,K04053.01,1.41975831,132.92,1.429,1
6428794,K04054.01,169.135056,201.8055,8.931,1
3228825,K04055.01,0.73095491,132.2174,2.206,0
4673628,K04056.01,3.951383138,132.06462,1.0582,1
11401767,K02195.03,6.84978728,134.66167,4.919,1
9099950,K04125.01,1.111362442,132.30056,6.24,0
9718066,K02287.02,28.9060526,158.82431,3.099,1
9272070,K04126.01,8.10503551,135.88389,4.459,1
5088400,K04127.01,8.82715783,139.73416,2.019,1
4669402,K04128.01,143.196381,227.3054,10.424,0
3757407,K04057.01,9.089151782,132.0565248,3.1886,0
4769931,K04058.01,1.87886973,133.07604,3.876,0
9220612,K04059.01,0.979161676,132.21831,2.942,0
6806695,K04061.01,0.855922327,131.64426,1.514,0
3858943,K07674.01,25.9528725,154.8736,12.434,0
10858803,K04130.01,0.952374508,132.33436,3.006,0
6129694,K04131.01,0.936751792,132.2026,5.658,0
5957181,K04132.01,393.34331,264.7706,9.481,0
7601918,K04133.01,0.621361411,131.67283,1.0628,0
6119877,K04134.01,250.23760741,260.3057733,16.58,0
7211879,K04342.01,0.594310785,131.7595,0.9994,0
8087812,K04343.01,27.2106807,132.3793,10.515,1
4863956,K04344.01,4.31978105,134.1491,7.204,0
5308537,K04409.01,14.2651545,143.22024,3.601,1
5281113,K04411.01,11.17931581,131.64123,3.103,1
7847104,K04412.01,1.284991846,132.74087,2.274,0
3347807,K07653.01,324.18028,445.8295,18.15,0
8487805,K04206.01,0.530959357,131.73991,2.417,0
3336845,K04275.01,0.996864568,132.09898,1.098,0
3645282,K07661.01,0.673684895,131.61938,1.161,0
6026924,K04276.01,56.644452,138.762,16.551,1
6525280,K04277.01,1.710319812,131.60513,2.983,0
4861784,K04278.01,5.62978034,136.8349,5.847,0
5876360,K04279.01,1.050852976,132.138232,1.6788,0
3732972,K07664.01,1.540398683,131.99063,1.5676,0
3244792,K04347.01,3.0570982,134.50122,3.571,1
8743082,K04348.01,365.25921,236.672,13.74,0
9142742,K04349.01,372.72688,175.6195,12.751,0
6891513,K04413.01,9.9398272,140.8334549,4.1198,0
4579598,K04414.01,0.866346,131.6286,2.011,0
7777522,K04415.01,0.885129679,131.88274,3.156,0
9305012,K04416.01,56.898749,160.0479,3.522,0
9597729,K04417.01,0.438153876,131.5167,1.3885,0
11390109,K04210.01,398.40957,178.4393,11.486,0
5078025,K04211.01,0.696286519,131.87824,3.194,0
1724719,K04212.01,5.79179934,133.35814,3.474,1
8120608,K00571.05,129.945392,176.82285,5.786,1
5026326,K04280.01,1.39772545,132.3377,4.129,0
5471574,K02505.02,12.4246697,134.0396,44.07,0
5512580,K04281.01,383.00806,281.6723,9.71,0
11670599,K04282.01,0.847588864,131.55971,2.246,0
6359820,K04283.01,331.81534,347.0408,10.56,0
11872139,K04350.01,1.75649346,132.01087,3.429,0
2708221,K04352.01,1.8912501,132.6923,7.648,0
5040223,K04354.01,0.996023763,132.16613,5.412,0
4571004,K04355.01,36.616669,156.001,8.62,0
7031942,K04420.01,0.566795467,131.84,4.712,0
5632701,K04213.01,3.67515329,131.681,7.083,0
10549924,K04214.01,0.715825886,132.06428,1.212,0
9366617,K04215.01,26.5487294,137.24401,7.968,1
6187341,K04216.01,0.492291661,132.393012,0.894,0
3353454,K07654.01,1.6911935,132.93323,9.479,0
10156055,K04284.01,2.42803503,133.5931,3.045,0
8418018,K04285.01,372.94844,217.8357,13.879,0
5024177,K04286.01,0.787120016,131.73939,3.1648,0
4548011,K04288.01,6.28384079,133.20513,4.291,1
4571004,K04355.02,21.131609,139.7493,13.66,0
4571004,K04355.03,81.675841,158.9694,11.53,0
4571004,K04355.04,28.5463574,159.2763,9.29,0
4571004,K04355.05,72.563291,202.0235,3.088,0
8459663,K04356.01,174.510276,201.47056,6.689,1
10155321,K04422.01,15.705388,135.0768,4.871,0
3866536,K04423.01,7.65270746,134.46038,79.8969,0
7046035,K04424.01,2.27164952,131.82601,4.054,1
4679314,K04425.01,3.84835742,133.25649,10.18,0
5702637,K04217.01,1.0388961,132.37849,4.755,0
8309169,K04218.01,293.76887,257.9779,4.68,0
4678919,K04219.01,1.87885327,133.08861,3.302,0
5563080,K04220.01,0.785473311,131.861548,1.3911,0
6364067,K04221.01,5.2438982,132.6882,7.881,0
5983532,K04289.01,441.877824,251.778,6.647,0
3439126,K07655.01,2.9761504,132.9276,6.079,0
8463346,K02529.02,64.0019669,132.61779,4.724,1
5868793,K04290.01,4.83809469,135.1562,1.096,1
8483021,K04291.01,361.91436,241.7138,8.68,0
10063208,K04292.01,9.3281912,132.85459,3.991,1
1575873,K04359.01,0.629001455,131.55662,1.263,0
10669994,K04360.01,2.71603664,132.35962,1.744,1
11449918,K04362.01,374.59003,303.4857,15.19,0
3750350,K07665.01,319.30633,221.3106,6.74,0
4584865,K04429.01,1.75254087,132.73775,4.098,0
11968463,K02433.05,0.646745436,132.02582,1.188,0
9183378,K04222.01,3.38557445,133.97411,1.879,1
11188254,K04223.01,2.754024,133.731,4.15,0
1724513,K04224.01,1.975208831,131.63127,1.513,0
9535876,K04225.01,0.960843605,131.7739,3.22,0
5817533,K04293.01,4.206109,132.2382,5.16,0
7681230,K04294.01,0.962590772,132.421278,1.2569,0
7596240,K04295.01,13.3997555,131.84235,3.534,1
3448456,K07656.01,0.776950288,132.0396,1.288,0
12107008,K04297.01,5.93725628,135.9371,3.639,0
7427764,K04364.01,4.56383697,132.26068,2.271,1
4754831,K04365.01,55.119831,153.6508,4.703,0
4754831,K04365.02,25.6416117,152.9007,5.5,0
9899630,K04439.01,1.33258455,132.0268,5.77,0
4367528,K04440.01,350.81029,147.6369,11.29,0
8416523,K04441.01,0.341842017,131.660336,1.1554,1
3751231,K07666.01,0.570953851,131.5725,0.998,0
7816665,K04227.01,4.29258258,131.77675,3.069,0
9535881,K04228.01,0.960842633,131.777663,2.6441,0
11616596,K04229.01,14.5893928,136.1407,15.54,0
9872831,K04230.01,5.49548533,133.63966,2.461,1
8508126,K04299.01,0.980505042,132.097771,1.4068,0
12306058,K02541.02,20.4853893,146.9183,10.229,1
8507475,K04300.01,3.58273837,134.95108,1.523,1
8773015,K04301.01,15.604841,131.9989,4.543,1
4754831,K04365.03,75.681309,167.6921,11.62,0
3531231,K07657.01,62.060783,134.4944,28.203,0
5471489,K04368.01,12.4252735,141.5658,20.756,0
5471489,K04368.02,39.2820405,139.9224,3.344,0
9011874,K04369.01,361.54561249,190.4475347,25.28,0
9936080,K04431.02,355.79978,346.7189,5.972,0
8611344,K04432.01,410.99389,190.8191,12.01,0
9518651,K04433.01,2.17823752,132.00513,2.259,0
2305311,K04434.01,1.404674486,131.55621,5.056,0
6383595,K04231.01,24.9097436,143.0403,3.856,0
11080405,K02442.02,12.3101351,141.8765,3.797,1
11509504,K04232.01,2.61576515,131.97896,2.777,1
6599949,K04233.01,409.2452,265.2465,13.06,0
11611275,K04234.01,6.94245216,135.95819,3.491,1
11612280,K04304.01,9.4061364,137.7073,4.882,1
5536715,K04305.01,0.935086665,131.52593,1.12,0
8149484,K04306.01,1.489457454,131.99809,3.028,0
12407623,K04370.01,1.181165291,132.42522,1.013,0
11444514,K04371.01,66.373298,174.01595,8.559,1
9886361,K02732.02,13.61165024,144.16808,7.617,1
9702006,K04372.01,6.24564633,137.16241,2.459,1
6778008,K04373.01,0.945829261,132.09286,1.715,0
8308260,K04436.01,0.973160836,132.25412,0.864,0
8492101,K04437.01,4.05943749,133.1883,3.245,0
6343576,K04438.01,6.39903778,134.7133,3.15,0
2449101,K04236.01,0.739761008,131.80913,7.589,0
7259249,K04237.01,0.950735805,131.7794,1.1434,0
8678691,K04238.01,369.819993,179.3674,20.232,0
9640924,K04239.01,2.17815935,132.02414,1.839,0
11151677,K04308.01,0.720460644,132.012909,1.7846,0
11037128,K04309.01,3.7948721,134.40039,1.713,0
6587002,K00612.03,122.0804953,155.02532,4.054,1
11969092,K04375.01,0.638437699,131.592552,0.3028,0
2570773,K04376.01,1.8912851,132.676,6.182,0
6356885,K04378.01,343.42046,327.4112,11.11,0
3542542,K07658.01,3.47148164,133.7138,4.679,0
11718389,K04444.01,5.94373492,135.25897,1.847,1
11124703,K04445.01,244.60373,230.282,10.87,0
10329196,K04446.01,85.7567919,162.71914,5.695,1
10604592,K04447.01,2.18660188,131.94832,1.585,1
9593773,K04240.01,3.1339356,133.5458,4.477,0
9285568,K04241.01,2.55315031,132.44849,1.849,1
7604328,K02458.02,2.936587946,133.03618,1.8952,1
9777757,K04243.01,1.33254212,132.0554,3.848,0
7103919,K04310.01,10.7769944,140.2902,2.616,1
8645191,K04311.01,0.918921494,131.68016,0.9425,0
10722485,K04312.01,7.84931877,134.8747,3.747,1
9717958,K04313.01,67.7125988,149.82165,1.538,0
8128067,K04314.01,12.4285576,133.7175,13.98,0
7703910,K04379.01,1.275511306,132.44654,1.889,0
7777818,K04380.01,5.78159956,136.77178,2.222,0
9851360,K04381.01,8.4805019,135.8339,8.345,0
6937529,K04382.01,2.94648935,132.42208,3.155,1
9490653,K04173.01,1.227986164,131.84491,1.551,0
3328027,K04174.01,2.11548883,132.00942,4.008,0
3644631,K07659.01,358.96247,295.9933,23.49,0
9640931,K04175.01,2.17815196,132.02208,2.445,0
5125196,K04176.01,342.315407,157.0157,12.476,0
9640962,K04177.01,1.089077224,132.02477,2.705,0
5097454,K04244.01,1.288066288,133.273187,6.4616,0
3663141,K07663.01,2.31894284,132.9696,5.321,0
5177859,K04246.01,6.98472143,135.99731,2.724,1
4568117,K04248.01,0.562563871,131.73458,1.591,0
10342248,K04315.01,0.93373458,131.53478,4.364,0
9777290,K04316.01,1.33251948,132.0885,3.733,0
8548427,K04317.01,168.84663,231.2295,9.75,0
6289344,K04319.01,160.4122022,262.40022,4.92,0
9883606,K04383.01,4.34195312,134.18767,2.598,1
5860968,K04384.01,122.358116,134.3477,10.768,1
3645438,K04385.01,7.298142,137.85674,3.024,1
8480582,K04386.01,18.5010898,149.17569,3.179,1
10936786,K04179.01,0.569961046,131.80273,1.446,0
6938264,K04180.01,1.121634781,132.31311,1.155,0
9899315,K04181.01,1.33256979,132.05279,3.293,0
9541089,K04182.01,0.536650896,131.709931,4.702,0
3650049,K04249.01,397.73699,222.0316,11.76,0
9641076,K04250.01,2.17818699,132.00477,2.686,0
11125613,K02485.02,3.60082855,134.037,1.938,1
10525049,K04252.01,15.5714121,136.58529,2.294,1
9896018,K02579.02,3.59645081,132.77209,2.661,1
5095082,K04320.01,20.6579443,145.6348,8.798,1
12418891,K04321.01,0.760941405,131.62978,1.773,0
3839294,K07669.01,137.665706,240.44616,3.732,0
7698701,K04322.01,370.90237,205.0559,10.558,0
7698701,K04322.02,321.55087,241.849,5.863,0
2830919,K04387.01,1.54038914,132.00494,1.683,0
9588822,K04388.01,71.76236302,170.095082,29.435,0
11560897,K02365.02,110.978266,147.0226,11.312,1
10858737,K04183.01,0.952378454,131.85999,3.892,0
6752002,K04184.01,6.08003714,136.88262,1.308,1
7257966,K04185.01,3.035206175,132.3291,0.6182,1
3644738,K07660.01,358.96844,295.8289,21.71,0
9406892,K04186.01,2.21316437,132.71281,3.874,0
8487645,K04254.01,0.530967987,131.72336,1.812,0
10407482,K04255.01,6.30558387,131.53058,2.619,1
5817613,K04256.01,4.2058608,132.2913,7.39,0
9910942,K04324.01,8.4803326,135.8598,5.918,0
10924340,K04326.01,0.750744255,132.18261,1.7921,0
5371777,K04327.01,0.991659646,131.53686,2.215,1
6629993,K04392.01,118.609553,172.0788,22.74,0
10427700,K04394.01,0.616386349,131.64315,0.8136,0
11296045,K04396.01,88.91323139,145.6230854,2.92,0
3124598,K04187.01,7.07162308,136.46253,2.587,0
6879171,K04188.01,6.96352699,133.01717,3.192,1
9897364,K04189.01,64.2729088,186.7353,12.136,1
12505503,K04190.01,3.4327371,132.92055,4.001,1
3548639,K04191.01,13.8452726,136.9596,2.555,0
4390912,K07695.01,0.687506554,131.85964,1.441,0
7115925,K04258.01,0.566801617,131.80435,2.75,0
7429287,K04260.01,371.63327,296.9495,14.92,0
10526887,K04261.01,1.450889836,132.2306,1.753,1
11125613,K02485.03,5.72716067,133.96409,2.23,1
3545583,K04328.01,407.59415,273.5955,7.3,0
8374741,K04330.01,358.101884,425.6837,6.393,0
11296045,K04396.02,46.0771501,143.6839655,3.03,0
11296045,K04396.03,42.62423329,156.1855401,1.47,0
3247503,K04397.01,0.447861451,131.9752,0.8541,0
8733898,K02842.03,3.036208739,134.06146,0.9324,1
9828127,K04192.01,18.0541469,147.7943,4.587,1
4281068,K07689.01,1.01530474,131.517946,8.7622,0
9092496,K04193.01,94.180473,200.2662,7.345,0
5644412,K04194.01,1.538185321,132.49067,1.683,1
9959545,K04195.01,1.332567643,132.04299,4.284,0
9641144,K04262.01,1.089076495,132.02703,2.274,0
8572168,K04263.01,1.662710314,132.44469,1.83,0
4472143,K07696.01,472.071079,310.7718,5.759,0
7368137,K04265.01,2.18242002,132.39594,4.103,0
9027841,K04266.01,0.503999678,131.631544,0.5421,0
8953414,K04332.01,2.66588544,131.6037,5.004,0
10730070,K04335.01,7.61758198,137.50008,3.545,1
4458109,K04336.01,41.477908,144.9193,10.45,0
2831055,K04400.01,2.20923119,131.90288,2.392,1
11044826,K04401.01,260.54832,218.5525,15.52,0
6681687,K04402.01,370.47678,307.4992,15.69,0
7703882,K04403.01,5.88350251,136.9451,2.556,1
8179190,K04196.01,0.662457501,131.90556,1.527,0
9777724,K04197.01,1.33258458,132.03624,3.222,0
5340878,K04199.01,0.539915033,131.55207,1.1466,1
10273903,K04200.01,372.54353,137.9147,21.83,0
7450747,K04267.01,2.20829637,131.63091,2.841,1
7826620,K04268.01,0.849906734,131.6741,1.141,1
8890924,K04269.01,26.6565737,131.59433,4.954,1
8483241,K04270.01,373.72257,178.1825,14.21,0
8573193,K04337.01,8.18504859,134.554,4.673,1
9240664,K04338.01,10.78438513,141.40685,1.408,0
7673841,K02585.02,10.42317343,135.15208,2.341,1
7281411,K04339.01,0.566804221,131.82656,4.639,0
6528141,K04340.01,2.022658,131.838,3.343,0
8106112,K04404.01,316.57747,236.5015,14.64,0
5563937,K04406.01,0.519437968,131.78909,2.129,0
10736179,K04408.01,1.105095798,132.55178,2.624,0
6119921,K04201.01,245.01902,268.1105,8.56,0
5084171,K04202.01,153.979362,165.491,9.028,1
4141587,K07684.01,10.2239787,135.4415,1.814,0
11968463,K02433.03,56.4148314,163.128,8.075,1
3834317,K04203.01,2.18079098,132.39262,12.13,0
10593535,K04204.01,20.9254083,134.8986,6.783,1
5959719,K02498.02,13.0600399,144.33107,2.851,1
5992210,K04271.01,0.641069613,132.14101,1.033,0
4284980,K07690.01,2.2430415,133.4408,3.63,0
9302543,K04272.01,1.21475168,131.7581,6.93,0
9701962,K04617.01,27.4784659,148.6101,7.5,1
6685646,K04618.01,244.86662,141.9596,10.56,0
4574319,K07697.01,1.30627214,132.0858,5.144,0
7741837,K04619.01,62.366706,142.3899,4.32,0
11137065,K04620.01,0.933732791,131.53707,3.056,0
11093335,K04621.01,53.106597,145.2776,2.914,0
9394768,K04690.01,360.15417,188.796,12.806,0
10972902,K04692.01,1.42856815,132.81461,2.132,0
3832474,K00806.04,381.850599,296.4969,4.772,0
12004971,K03194.01,10.81315417,131.65931,1.275,0
3644602,K04479.01,359.08368,415.3834,15.67,0
11912941,K04481.01,3.74784374,134.19157,3.658,0
6525106,K04483.01,1.71028117,131.62619,2.61,0
5977470,K04550.01,140.251943,175.137,6.576,1
4355503,K07691.01,0.570828503,131.58958,0.915,0
6119923,K04552.01,134.4665,265.424,5.27,0
6126076,K04553.01,0.909314811,131.72281,2.2053,0
11284772,K04622.01,207.24785,213.03458,6.159,1
9209183,K04623.01,186.55347,173.0531,13.57,0
6153407,K03179.01,5.99078221,134.53899,1.699,1
5955621,K04624.01,14.0801852,137.3331,3.402,0
11519187,K04625.01,2.440839436,133.8407,0.968,1
8417078,K04693.01,23.6223571,146.9643,6.852,1
4852297,K04695.01,3.28931936,133.90141,1.921,0
9851845,K04696.01,1.08195208,131.5252,4.807,0
9474483,K04697.01,0.512583041,131.77571,1.498,0
9898017,K04484.01,2.29794819,131.49826,2.84,1
8613218,K04485.01,368.11581,227.4962,13.52,0
8548069,K04486.01,368.52466,236.3783,11.9,0
6278762,K03158.02,4.54586982,131.52442,1.756,1
3127911,K03164.01,0.542498653,132.0117,4.257,0
10399321,K04556.01,21.5819776,146.0691,13.734,0
7837733,K04628.01,3.08723626,132.90519,2.615,0
2578017,K04629.01,0.592562969,131.9017,3.0869,0
8625732,K04701.01,31.97181,133.8728,12.277,0
2831251,K04702.01,5.81289843,131.5613,3.979,0
6721380,K04488.01,6.44173995,136.77753,1.635,0
7694615,K04489.01,0.631106722,131.89801,0.9942,0
6201203,K04490.01,176.17377,144.8337,14.58,0
4556468,K04491.01,114.336052,216.7966,14.077,1
9222516,K04492.01,0.63938062,131.894673,1.2067,0
7285673,K04559.01,0.566801045,131.79795,1.7499,0
5282437,K04560.01,0.992799002,131.70842,3.4878,0
7747457,K04561.01,1.5184181,132.138,2.842,1
8652360,K04562.01,0.96807117,132.44697,1.677,0
9602421,K04631.01,3.55661906,133.4975,5.396,0
4373195,K07692.01,0.56256804,131.72497,1.686,0
5090937,K03182.01,8.79991878,132.88614,41.564,0
6359175,K04703.01,349.03703,331.8869,4.76,0
8104207,K04704.01,177.8135,205.1936,9.76,0
10026502,K04706.01,101.952048,206.3499,5.991,1
3953173,K04493.01,2.41795911,132.5063,2.727,0
8037926,K04494.01,183.854867,211.4887,14.996,0
9002278,K00701.05,12.4418003,134.6507,3.572,1
6437617,K04564.01,293.60581,373.1896,11.07,0
8453851,K04565.01,2.78801663,132.5612,17.354,0
11650401,K04566.01,3.94660745,132.24892,2.705,1
9873759,K04635.01,4.99473798,136.1785,3.05,0
9516728,K04638.01,368.48518,174.9473,11.26,0
4825872,K04639.01,169.894419,201.4552,2.525,0
4680772,K04707.01,26.190289,143.22089,2.148,0
8110733,K04708.01,203.511886,329.4945,3.671,0
6278762,K03158.03,6.18943952,134.78,2.3316,1
9100953,K04500.01,8.70179611,138.24633,3.048,1
10407086,K04568.01,0.933747395,131.51671,4.798,0
4073089,K07682.01,58.873429,153.9076,17.487,0
6065351,K04569.01,14.1166583,136.3632,9.12,0
6761777,K04571.01,47.3128645,146.3073,11.444,1
4825872,K04639.02,29.6990126,135.6251,1.849,0
9412623,K04640.01,6.1082945,131.8756,3.493,1
3644505,K04641.01,119.72007,175.8762,9.48,0
4664743,K04642.01,1.27839331,132.0902,6.343,0
4735826,K03184.01,7.545922037,134.4902954,4.0329,1
6593734,K04722.01,0.58675746,131.75424,1.508,0
9711297,K04723.01,373.74856,305.2558,28.18,0
8395860,K04724.01,20.8822079,151.6953,4.556,0
7778621,K04725.01,7.28171395,137.30085,1.723,1
5956354,K04726.01,8.0386699,135.3098,3.549,0
9100953,K04500.02,44.9851885,150.5703,4.164,1
8109107,K04501.01,6.67410577,136.9407,3.645,0
6200529,K04502.01,374.92478,265.3585,18.05,0
6929285,K04572.01,4.60690612,135.19221,4.176,0
4848321,K04573.01,1.50178705,131.56426,2.936,0
12255382,K03167.01,0.499664962,131.62724,1.6123,0
6522745,K04574.01,17.4453935,135.7609,6.39,0
11076276,K04645.01,1.4725859,132.92731,2.953,0
12012439,K04646.01,2.97607935,132.953,4.606,0
4374610,K04712.01,1.44438449,132.75645,2.704,0
6278762,K03158.04,7.74347801,135.09417,2.7878,1
4545570,K04506.01,5.60473115,131.62861,2.885,1
7598111,K04507.01,132.778041,188.4972,5.624,0
8240746,K04576.01,184.568,173.6314,13.09,0
9652655,K04578.01,2.48882685,132.12332,3.487,0
10140843,K04579.01,367.19796,134.1748,15.92,0
10473272,K04648.01,17.6604653,137.3914,2.837,0
9824928,K04650.01,1.69999106,131.6296,3.289,0
5817685,K04652.01,4.2059745,132.2828,8.006,0
7282042,K04718.01,0.566803216,131.80982,3.325,0
7523542,K04719.01,365.13981,156.6413,4.46,0
3109937,K04720.01,37.809539,158.4002,7.547,0
9386171,K04721.01,381.18654,136.2434,9.73,0
11671579,K04510.01,5.17624997,133.7381,5.261,1
11553598,K04511.01,370.62071,311.1842,12.58,0
12069414,K04512.01,0.589458602,131.82156,0.8278,0
9216775,K04513.01,3.91794676,132.86384,2.549,1
8443265,K04584.01,0.614701901,132.08465,0.947,0
3240406,K03185.01,0.934181579,132.39492,3.943,0
5090803,K04654.01,379.65261,284.965,19.04,0
8377197,K04727.01,1.215181097,131.50904,1.295,0
6137779,K04728.01,21.5324915,131.87749,4.156,0
11913072,K04729.01,3.74779583,134.2022,3.157,0
9083470,K04731.01,0.91842238,131.5859,5.664,0
5783732,K04514.01,373.43233,297.3505,16.5,0
6278762,K03158.05,9.74048508,134.87916,1.6993,1
7900100,K04515.01,397.73781,171.6552,13.08,0
9849884,K04516.01,5.35745121,131.62784,2.592,0
11243547,K04517.01,2.16132662,131.90236,4.487,0
9009036,K04585.01,6.76289308,135.6771,6.204,1
10491525,K04589.01,1.09844642,132.4402,1.528,0
3859042,K07675.01,25.94947,148.9734,15.7,0
4946049,K04658.01,1.8789138,133.06338,4.279,0
2857607,K04659.01,41.8681996,146.9767,5.783,1
5559651,K04660.01,0.514771509,131.94435,1.256,0
5962262,K04661.01,8.61742738,133.50863,2.713,1
5437348,K04448.01,35.945188,146.6937,8.23,0
8429668,K04449.01,5.00749378,134.69035,2.898,0
7429240,K04450.01,196.436796,173.692,8.556,1
7032001,K04518.01,0.566810643,131.80277,3.471,0
6199864,K04521.01,262.477098,173.1293,5.816,0
9577855,K04522.01,2.21030572,133.57674,2.492,0
4386607,K07694.01,5.99321872,133.6359,3.92,0
12108364,K04592.01,0.70544189,131.6954,1.772,0
8295671,K04593.01,0.981399749,132.12493,0.5051,0
10407210,K04662.01,0.933728755,131.54241,4.363,0
7457278,K03188.01,12.607591424,136.8554856,29.1267,0
8984755,K04664.01,0.734573766,131.59872,1.295,0
7366895,K04665.01,289.86046,258.5572,11.103,0
10729472,K04453.01,357.13089,157.7985,13.04,0
6200612,K04454.01,370.50684,150.8212,12.132,0
9777200,K04455.01,1.332580225,132.03999,2.057,0
5003670,K04524.01,7.99144696,136.25855,3.639,1
5200084,K03159.01,2.9039446,133.8526,10.542,0
4144873,K07686.01,68.538296,186.21716,3.627,0
9171886,K04525.01,369.7985,173.3282,12.564,0
3337061,K03172.02,6.5588346,133.8215,3.034,0
5696918,K04594.01,0.643007769,131.68588,0.69,0
8487838,K04596.01,1.061937837,131.7269,2.31,0
8937762,K04668.01,15.07277287,143.96955,0.7794,0
2720828,K04669.01,1.71659304,131.6976,1.154,0
8652577,K04458.01,358.818895,416.5775,2.503,0
8804937,K04459.01,181.3537,190.4847,16.19,0
11912987,K04461.01,3.74786694,134.17739,3.632,0
4136659,K07683.01,0.913244995,132.18552,0.4931,0
3438976,K04527.01,2.97599368,132.9759,4.023,0
6610064,K04529.01,0.584148495,131.84461,1.6192,0
5476671,K04598.01,0.824180121,132.10276,2.839,0
7335972,K04599.01,0.579770948,132.081304,1.0377,0
2694632,K04600.01,0.92225589,131.8088,4.227,0
5428471,K04671.01,0.75499096,131.8315,2.485,0
7283710,K04672.01,353.40191,403.2834,6.681,0
10794509,K04673.01,1.428596987,132.79165,2.1401,0
2576224,K04465.01,2.21701025,131.80305,2.148,0
3967501,K07677.01,43.0759115,160.13883,90.95,0
6437226,K04531.01,372.62637,307.8836,18.52,0
2710623,K04532.01,1.02087831,131.66089,2.429,0
3330684,K04533.01,1.26132769,132.4274,1.244,0
2696703,K03161.01,6.09406648,133.65981,2.085,0
7699298,K04534.01,1.1578141,132.43684,3.253,0
7115661,K03174.01,0.566800926,131.81666,4.407,0
2853889,K04604.01,24.1876477,145.8464,2.654,0
4845862,K04606.01,2.44926655,132.82121,2.988,0
10130057,K04675.01,2.17812826,132.03068,2.601,0
9838608,K04677.01,1.33259494,132.0286,2.783,0
4247811,K04678.01,2.05048377,133.2849,3.67,0
6543645,K04679.01,1.19550618,132.3006,3.337,0
8738244,K03157.01,0.683082998,131.73271,4.409,0
4157052,K04468.01,0.791771167,131.523083,2.4463,0
10006641,K04469.01,0.894172544,131.51006,0.8302,0
10815916,K04470.01,1.68207624,132.12513,1.519,0
3547760,K04535.01,9.8480917,136.80247,3.079,0
7281484,K04536.01,0.566800593,131.8233,3.909,0
4848115,K04537.01,0.969602551,131.93121,1.728,0
5991765,K04538.01,9.25801294,132.88335,2.854,0
3962872,K04539.01,25.9554044,148.7989,8.491,0
11912911,K04607.01,3.74788208,134.1709,4.183,0
7045435,K04608.01,0.93479255,131.88578,4.5838,0
2972800,K04609.01,361.43653,421.747,9.08,0
8573168,K04610.01,0.89628253,131.54972,1.397,0
10801249,K04611.01,1.67495622,131.8099,2.994,0
3857860,K04681.01,8.2344072,137.4733,2.808,0
5024252,K04682.01,2.15052332,132.3132,3.447,0
